t model,t search,t all
1.0020012268796563e-06,0.3017454970104154,0.44148138900345657
7.10992026142776e-07,0.2996169550024206,0.4166760990046896
9.219947969540954e-07,0.2949904580018483,0.4174451810104074
8.019997039809823e-07,0.29939925600774586,0.46035470299830195
9.420036803930998e-07,0.2997155999910319,0.43014982900058385
1.1119991540908813e-06,0.30173712098621763,0.45174620900070295
7.019989425316453e-07,0.2957805399928475,0.4564363149984274
8.110073395073414e-07,0.29633877699961886,0.420790014002705
7.519993232563138e-07,0.29949450500134844,0.41945661399222445
8.420029189437628e-07,0.29588824199163355,0.44051085799583234
8.820061339065433e-07,0.30205441599537153,0.49587244499707595
9.619980119168758e-07,0.3015257350052707,0.5098838020057883
7.619964890182018e-07,0.29800501199497376,0.47137136399396695
1.4830002328380942e-06,0.2989872440084582,0.44908217299962416
6.710033630952239e-07,0.29646892999880947,0.42784386199491564
8.00995621830225e-07,0.3024257119977847,0.4219116979948012
1.1130032362416387e-06,0.29524355300236493,0.45757521300402004
7.410126272588968e-07,0.295220470012282,0.42940635200648103
1.0020012268796563e-06,0.2967499389924342,0.4176821260043653
9.00996383279562e-07,0.30032174701045733,0.43720010900869966
7.210037438198924e-07,0.29399800700775813,0.420767611998599
6.90997694619e-07,0.3011952450033277,0.4781154329975834
8.110073395073414e-07,0.29839192700455897,0.4259024210041389
8.110073395073414e-07,0.29870285000652075,0.443212284008041
8.019997039809823e-07,0.2916403049894143,0.4470208580023609
7.420021574944258e-07,0.2927330140082631,0.397711942991009
7.820053724572062e-07,0.2911758960108273,0.42739662500389386
8.319912012666464e-07,0.29930815599800553,0.4388313789968379
1.1620140867307782e-06,0.3010782140045194,0.46171209900057875
7.310009095817804e-07,0.29473608201078605,0.42093999599455856
8.110073395073414e-07,0.29084171701106243,0.45998955800314434
9.409995982423425e-07,0.2947060350124957,0.42939019299228676
1.0920048225671053e-06,0.2969348140031798,0.4456643529993016
6.510090315714478e-07,0.29710505399270914,0.43912125199858565
6.810005288571119e-07,0.29684188099054154,0.44558514599339105
7.90998456068337e-07,0.29472774399619084,0.41600321599980816
7.619964890182018e-07,0.2921470150031382,0.4882101560069714
7.90998456068337e-07,0.2943998809932964,0.4108637470053509
7.90998456068337e-07,0.29361479700310156,0.4386553390068002
9.520008461549878e-07,0.29636802000459284,0.42498461999639403
7.519993232563138e-07,0.2979537260107463,0.4570737820031354
6.810005288571119e-07,0.2928525689931121,0.46504259601351805
1.030988642014563e-06,0.30059551999147516,0.4233274730067933
8.90999217517674e-07,0.2962182600022061,0.44411198199668434
1.6229896573349833e-06,0.2944267599959858,0.40873988400562666
1.1619995348155499e-06,0.29598402199917473,0.46947690199885983
8.019997039809823e-07,0.29410459600330796,0.4136050679953769
6.510090315714478e-07,0.29565820901189,0.44025694200536236
1.0419898899272084e-06,0.30474538198905066,0.44719840100151487
8.710048859938979e-07,0.2966110980050871,0.46911554399412125
8.310016710311174e-07,0.2982198249956127,0.416490971998428
1.000997144728899e-06,0.29457751401059795,0.4225802110013319
8.220085874199867e-07,0.30240784799389075,0.4713641900016228
1.1119991540908813e-06,0.294759313997929,0.4408789080043789
6.920017767697573e-07,0.30771646500215866,0.5054093509970699
7.720082066953182e-07,0.3004847529955441,0.4228449479996925
6.90997694619e-07,0.3017095690011047,0.42164831298578065
7.119961082935333e-07,0.30069038800138514,0.4698713819961995
9.119976311922073e-07,0.29451192999840714,0.470532211009413
6.920017767697573e-07,0.29753264600003604,0.41645610600244254
7.719936547800899e-07,0.2977213090052828,0.4436755539936712
7.120106602087617e-07,0.2912765130022308,0.46312777399725746
1.1120137060061097e-06,0.29566595501091797,0.4732909560116241
1.0420044418424368e-06,0.2958919600059744,0.43965600500814617
9.20990714803338e-07,0.2933785350032849,0.41089828198892064
9.419891284778714e-07,0.29651011699752416,0.44242611101071816
8.319912012666464e-07,0.29701595699589234,0.4707200830016518
1.5029945643618703e-06,0.2989182049932424,0.4420217720034998
1.0020012268796563e-06,0.29750434300513007,0.44411230299738236
8.409988367930055e-07,0.3000899320031749,0.43363762699300423
1.1619995348155499e-06,0.2977274509903509,0.4438981610001065
7.610069587826729e-07,0.2946883910044562,0.4137835829897085
9.119976311922073e-07,0.29695026300032623,0.4372583689983003
8.310016710311174e-07,0.2981796499952907,0.44073567099985667
9.019859135150909e-07,0.29128656300599687,0.4677360369969392
8.10992787592113e-07,0.295202697001514,0.4407376729941461
8.620118023827672e-07,0.2947700960066868,0.43901672698848415
1.1929951142519712e-06,0.29778292500122916,0.46966424299171194
1.001986674964428e-06,0.3056282680045115,0.4772250130044995
7.809867383912206e-07,0.29711721699277405,0.42302982399996836
8.610077202320099e-07,0.2958408319973387,0.4406806570041226
7.920025382190943e-07,0.29694246900908183,0.41687380999792367
9.720097295939922e-07,0.29324189899489284,0.4203080300067086
1.1119991540908813e-06,0.296054364007432,0.4258799989911495
7.619964890182018e-07,0.2929249449953204,0.4160175540018827
8.00995621830225e-07,0.29340322098869365,0.41256390599301085
8.720089681446552e-07,0.2988153919868637,0.44703882199246436
7.10992026142776e-07,0.29568322701379657,0.46050432400079444
7.710041245445609e-07,0.29731188199366443,0.42070293000142556
9.9198950920254e-07,0.3027927999937674,0.4266962510009762
9.719951776787639e-07,0.2959592350089224,0.4372319399990374
9.020004654303193e-07,0.29986359699978493,0.42167177799274214
6.820046110078692e-07,0.29832227699807845,0.41674934499314986
9.120121831074357e-07,0.29651891499815974,0.4426558829873102
9.619980119168758e-07,0.29254175499954727,0.4309523920092033
9.210052667185664e-07,0.295821255989722,0.4085789329983527
9.90999978967011e-07,0.29845444500097074,0.4464992790017277
8.610077202320099e-07,0.2919673279975541,0.4554334040003596
6.510090315714478e-07,0.2951084600063041,0.4308211370080244
1.0219955584034324e-06,0.2946524849976413,0.4212254110025242
7.210037438198924e-07,0.29750432301079854,0.4637734360003378
9.220093488693237e-07,0.30074391899688635,0.44352107400482055
9.820068953558803e-07,0.2928592709940858,0.46855023299576715
9.520008461549878e-07,0.29532450399710797,0.4419920960062882
9.220093488693237e-07,0.29903090599691495,0.49627025100926403
1.3829994713887572e-06,0.2907801319961436,0.4167760660056956
8.719944162294269e-07,0.3011863580031786,0.41994654200971127
1.0720104910433292e-06,0.30220702300721314,0.44520046400430147
1.2420059647411108e-06,0.29637316199659836,0.4457992050010944
1.2219970813021064e-06,0.29933218100632075,0.4464697149960557
7.720082066953182e-07,0.29919884000264574,0.4786239259992726
7.810012903064489e-07,0.30074281599081587,0.4456866750115296
8.420029189437628e-07,0.30340527900261804,0.44936716799566057
7.619964890182018e-07,0.30431919399416074,0.4479509719967609
8.119968697428703e-07,0.30237982599646784,0.4319628980010748
7.219932740554214e-07,0.2981640609941678,0.4429095780069474
8.919887477532029e-07,0.30262674001278356,0.4807443330064416
1.4030083548277617e-06,0.2992850529990392,0.42120123500353657
9.920040611177683e-07,0.299726269004168,0.43492484200396575
7.610069587826729e-07,0.2983145019970834,0.4282377110066591
1.000997144728899e-06,0.2980708440009039,0.42843730498861987
7.20989191904664e-07,0.29620519700984005,0.4134109659935348
9.719951776787639e-07,0.29280833499797154,0.42800543500925414
6.920017767697573e-07,0.30598955499590375,0.4482624969969038
9.920040611177683e-07,0.2909150149935158,0.49786722600401845
1.2620002962648869e-06,0.29864803700183984,0.4400540509959683
7.90998456068337e-07,0.2912594910012558,0.4688895900035277
1.0320072760805488e-06,0.294527880003443,0.4199198419955792
9.920040611177683e-07,0.29830844000389334,0.4664431319979485
1.1420052032917738e-06,0.2977844580018427,0.4318526209972333
1.091990270651877e-06,0.29530479801178444,0.46536675401148386
9.110081009566784e-07,0.29753502100356854,0.41295465899747796
9.920040611177683e-07,0.2933599690004485,0.4226212880021194
1.2620002962648869e-06,0.29546380700776353,0.4452319440024439
1.0220101103186607e-06,0.2995336390013108,0.44229118699149694
2.354005118831992e-06,0.2961947970034089,0.4363202399981674
8.420029189437628e-07,0.29809963901061565,0.421026787997107
8.919887477532029e-07,0.2947154120047344,0.4409477879962651
7.310009095817804e-07,0.2950235609896481,0.44247314899985213
7.509952411055565e-07,0.297482462003245,0.4233716250018915
7.410126272588968e-07,0.2980948900076328,0.44891699399158824
8.210045052692294e-07,0.295155147992773,0.4369079020107165
1.0220101103186607e-06,0.2954138920031255,0.41467331201420166
1.6529957065358758e-06,0.29654227700666524,0.4380374100001063
1.0219955584034324e-06,0.30048616501153447,0.47728459499194287
9.309878805652261e-07,0.30526921500859316,0.4524341789947357
6.409973138943315e-07,0.2962918490084121,0.47540921800828073
7.519993232563138e-07,0.29868943500332534,0.43152009599725716
1.2320087989792228e-06,0.30122065199248027,0.4226027830009116
8.219940355047584e-07,0.29697408800711855,0.43875293199380394
7.820053724572062e-07,0.29807596499449573,0.48872767500870395
8.119968697428703e-07,0.29741500499949325,0.44881751701177564
1.0520016076043248e-06,0.2939426629891386,0.4912234549992718
9.219947969540954e-07,0.2912562249985058,0.4181163100001868
9.509967640042305e-07,0.29400921901105903,0.433547879991238
1.2730015441775322e-06,0.3000762370065786,0.474668937997194
1.2519885785877705e-06,0.30002358699857723,0.4348760110005969
6.810005288571119e-07,0.29757269100809935,0.42142504500225186
9.920040611177683e-07,0.29494131699902937,0.41719295899383724
7.210037438198924e-07,0.2945342220045859,0.4773335159989074
1.1219963198527694e-06,0.2935757039958844,0.4371968530031154
9.119976311922073e-07,0.2948565469996538,0.4395670189987868
1.1520023690536618e-06,0.29577469801006373,0.4170743040012894
8.90999217517674e-07,0.2935033200046746,0.48398038299637847
1.2020027497783303e-06,0.2920587099943077,0.41521507799916435
8.820061339065433e-07,0.296311035999679,0.4486950480059022
8.520000847056508e-07,0.2970455119939288,0.4239492590131704
7.90998456068337e-07,0.2962405730067985,0.4771560839872109
8.319912012666464e-07,0.30138338600227144,0.49626052199164405
7.110065780580044e-07,0.30382149999786634,0.4476771479967283
8.520000847056508e-07,0.29157369100721553,0.4577909869985888
9.119976311922073e-07,0.29799156700028107,0.42263140800059773
9.619980119168758e-07,0.29398541399859823,0.42151663699769415
9.719951776787639e-07,0.29355792100250255,0.4567754410090856
1.2119999155402184e-06,0.29328068099857774,0.5159352899936493
2.1039886632934213e-06,0.2986625740013551,0.4262588410056196
7.920025382190943e-07,0.29268588598642964,0.43645006300357636
1.2629898265004158e-06,0.2982740459992783,0.44051793099788483
6.820046110078692e-07,0.29538610100280493,0.4164927749952767
1.0020012268796563e-06,0.3022984230046859,0.45003411700599827
1.2629898265004158e-06,0.29585982899880037,0.46052904101088643
9.210052667185664e-07,0.29720273800194263,0.438173545000609
5.809997674077749e-07,0.30133866300457157,0.427519343997119
1.2230011634528637e-06,0.2957751189969713,0.4225838479906088
1.2520031305029988e-06,0.2998577660036972,0.44955630198819563
1.5630066627636552e-06,0.294467366009485,0.4210930919944076
7.90998456068337e-07,0.29992109500744846,0.4429450039897347
1.0419898899272084e-06,0.2987219170026947,0.43872813499183394
8.309871191158891e-07,0.29370054899482056,0.4361282189929625
7.519993232563138e-07,0.29673448800167535,0.4446528760017827
7.409980753436685e-07,0.31059334900055546,0.4516715099889552
6.409973138943315e-07,0.2996564479981316,0.4692922649992397
8.00995621830225e-07,0.2977480800036574,0.4627945800020825
7.90998456068337e-07,0.29619925399310887,0.44061732800037134
9.020004654303193e-07,0.2919013740029186,0.4344074229884427
1.000997144728899e-06,0.2944289549923269,0.4378551569971023
8.90999217517674e-07,0.2910434660007013,0.46017698099603876
9.619980119168758e-07,0.2936444350052625,0.4375312210031552
1.0119983926415443e-06,0.29149472300196066,0.4324390609981492
8.20989953354001e-07,0.29931683199538384,0.44402512899250723
8.00995621830225e-07,0.2946927989978576,0.4687077690032311
1.4629913493990898e-06,0.29317876099958085,0.4301701069925912
7.920025382190943e-07,0.29874723400280345,0.4954245639964938
7.720082066953182e-07,0.2970304639893584,0.44457390799652785
8.019997039809823e-07,0.2973300459998427,0.45990162499947473
1.4830002328380942e-06,0.29923898600100074,0.4639822259923676
8.210045052692294e-07,0.2936434329894837,0.4382884410006227
6.710033630952239e-07,0.2938969279930461,0.46975879999808967
8.420029189437628e-07,0.29152447800152004,0.41053642400947865
8.00995621830225e-07,0.29971578999538906,0.44366590499703307
8.010101737454534e-07,0.29911765799624845,0.427547447005054
9.319919627159834e-07,0.2980053119972581,0.4829179490043316
8.320057531818748e-07,0.2977456650114618,0.48685622500488535
1.2119999155402184e-06,0.29488461899745744,0.43953477799368557
1.4129909686744213e-06,0.3012844920012867,0.42974389699520543
9.420036803930998e-07,0.2997102989902487,0.48105566699814517
7.920025382190943e-07,0.2979644450097112,0.41740932399989106
9.420036803930998e-07,0.297669923005742,0.4209681280044606
1.0920048225671053e-06,0.2963646139978664,0.4334859829978086
8.810020517557859e-07,0.3009757430118043,0.44557603799330536
9.409995982423425e-07,0.2992958930117311,0.41985498000576627
9.819923434406519e-07,0.29708878199744504,0.44547969700943213
7.710041245445609e-07,0.2955949210008839,0.44013649701082613
8.920032996684313e-07,0.30153714600601234,0.43742670500068925
9.619980119168758e-07,0.29410538700176403,0.4797665880032582
1.1020019883289933e-06,0.2972928149974905,0.46947022998938337
7.110065780580044e-07,0.29888829799892846,0.46704800699080806
7.710041245445609e-07,0.2961886449920712,0.4621349210065091
8.809874998405576e-07,0.29760441099642776,0.47479245100112166
9.320065146312118e-07,0.2967420339991804,0.47383668800466694
8.919887477532029e-07,0.2988537439960055,0.4199974079965614
8.810020517557859e-07,0.2993035670078825,0.4466342329978943
1.0320072760805488e-06,0.29212691901193466,0.4380671260005329
1.381995389238e-06,0.29899976699380204,0.44590505499218125
1.2329983292147517e-06,0.29232654299994465,0.4119195780076552
9.820068953558803e-07,0.295183399997768,0.4391512280126335
1.2430100468918681e-06,0.2998599999991711,0.4442746580025414
7.409980753436685e-07,0.2986377490015002,0.43312099899048917
7.110065780580044e-07,0.29804204100219067,0.41409119201125577
8.920032996684313e-07,0.29518762799852993,0.4183350690000225
8.90999217517674e-07,0.29639066400704905,0.47937763899972197
7.210037438198924e-07,0.2962691169959726,0.41647693600680213
9.520008461549878e-07,0.29623875800461974,0.44167562200163957
9.720097295939922e-07,0.29941467600292526,0.42076047899900004
8.219940355047584e-07,0.30304911101120524,0.47708478999265935
8.90999217517674e-07,0.30145558300137054,0.4380852390022483
8.520000847056508e-07,0.29856943000049796,0.4427977470040787
7.920025382190943e-07,0.2977054499933729,0.43919170599838253
9.010109351947904e-07,0.2981165700039128,0.48035756600438617
7.110065780580044e-07,0.29103236499940977,0.4529307909979252
1.1520023690536618e-06,0.29247673400095664,0.4783400340093067
1.0520016076043248e-06,0.2991064770030789,0.48700554500101134
1.0619987733662128e-06,0.2933969699952286,0.42017270700307563
1.1619995348155499e-06,0.29213490200345404,0.43541754499892704
1.4530087355524302e-06,0.292126428001211,0.44227053999202326
8.210045052692294e-07,0.2969374199892627,0.4109577140043257
8.310016710311174e-07,0.2981016730045667,0.46779866400174797
8.90999217517674e-07,0.2924456350010587,0.43983911800023634
9.00996383279562e-07,0.29198531099245884,0.46694273898901884
1.1719967005774379e-06,0.29462312899704557,0.47117034799885005
8.220085874199867e-07,0.2951156930066645,0.42313758601085283
9.119976311922073e-07,0.3007991010090336,0.44495488300162833
1.1020019883289933e-06,0.29777525100507773,0.43904546000703704
9.610084816813469e-07,0.2956995880085742,0.3996243500005221
1.1020019883289933e-06,0.2991556100023445,0.43845874900580384
7.619964890182018e-07,0.2922635139984777,0.45330566400662065
1.0319927241653204e-06,0.2973516469937749,0.4691291189956246
9.619980119168758e-07,0.30593618599232286,0.44797627899970394
1.2119999155402184e-06,0.2918480040098075,0.42292592900048476
7.20989191904664e-07,0.292250188998878,0.4574444850004511
9.819923434406519e-07,0.30071735799720045,0.45009870899957605
7.519993232563138e-07,0.29895103599119466,0.4431891819986049
8.420029189437628e-07,0.3027516540023498,0.44675938598811626
7.519993232563138e-07,0.3042485100013437,0.47858527400239836
8.019997039809823e-07,0.2994809989904752,0.46975072599889245
1.0420044418424368e-06,0.2970745769998757,0.4274286449945066
9.520008461549878e-07,0.29701635699893814,0.46523811199585907
1.0520016076043248e-06,0.2918761769979028,0.4210282099957112
1.0319927241653204e-06,0.2990971599938348,0.44297258599544875
6.310001481324434e-07,0.30145372900005896,0.4554929459991399
9.020004654303193e-07,0.2986535880045267,0.47767536698665936
9.81002813205123e-07,0.3008582330076024,0.4491395009972621
9.819923434406519e-07,0.3034391830005916,0.5001383149938192
7.810012903064489e-07,0.30763631299487315,0.48922557799960487
8.720089681446552e-07,0.30152643600013107,0.4403248809976503
1.1419906513765454e-06,0.2965948779892642,0.44207322799775284
8.110073395073414e-07,0.29286998001043685,0.4249832170025911
8.90999217517674e-07,0.29469195900310297,0.41873192400089465
9.309878805652261e-07,0.2917077930032974,0.4356600009923568
8.310016710311174e-07,0.291105772004812,0.44104713400884066
1.3829994713887572e-06,0.2912710620003054,0.42517389499698766
7.320049917325377e-07,0.2938931990065612,0.4359566979983356
1.000997144728899e-06,0.2922507290059002,0.46784344798652455
1.1119991540908813e-06,0.29428500500216614,0.4108836160012288
7.509952411055565e-07,0.30287415299972054,0.44678264000685886
6.720074452459812e-07,0.3088423250010237,0.4814336050039856
8.509960025548935e-07,0.29686159700213466,0.4443224770075176
9.320065146312118e-07,0.2983035820070654,0.47094170800119173
1.0119983926415443e-06,0.29911544400965795,0.4751310050050961
9.819923434406519e-07,0.29769561100692954,0.4201769339997554
1.0020012268796563e-06,0.3017160310118925,0.4418668220023392
8.110073395073414e-07,0.29981691000284627,0.4597833610023372
7.920025382190943e-07,0.2971885909937555,0.4462229019991355
6.810005288571119e-07,0.2963682819972746,0.47116102000290994
1.0720104910433292e-06,0.29957941400061827,0.4778091490006773
1.1419906513765454e-06,0.29479824799636845,0.5226517770061037
8.610077202320099e-07,0.2952748099924065,0.43375178100541234
6.90997694619e-07,0.2962111480010208,0.45983164400968235
1.101987436413765e-06,0.29254269700322766,0.42677370499586686
8.019997039809823e-07,0.29380945400043856,0.4315056209889008
7.619964890182018e-07,0.2927263809979195,0.42779874699772336
7.220078259706497e-07,0.295886588995927,0.4729936869989615
8.819915819913149e-07,0.29206514099496417,0.43474232900189236
9.219947969540954e-07,0.30964653500996064,0.48811658899649046
8.520000847056508e-07,0.29204391200619284,0.4220813059946522
8.920032996684313e-07,0.29832238699600566,0.420049836000544
8.219940355047584e-07,0.2960837790014921,0.4352274910052074
9.219947969540954e-07,0.2938642249937402,0.44185702300455887
6.010086508467793e-07,0.29573210899252445,0.447358631005045
8.719944162294269e-07,0.297233443998266,0.43493175599724054
6.210029823705554e-07,0.2954707199969562,0.43872141299652867
8.820061339065433e-07,0.2926251729950309,0.455738646996906
1.2829987099394202e-06,0.2916674659936689,0.430213988001924
8.00995621830225e-07,0.2970770209940383,0.43089005500951316
1.1220108717679977e-06,0.30244814399338793,0.4215620110044256
1.3219978427514434e-06,0.30070646801323164,0.4212380240060156
1.5130062820389867e-06,0.30046990398841444,0.4596559229976265
1.0319927241653204e-06,0.2939644439902622,0.43666681001195684
1.1219963198527694e-06,0.29246369999600574,0.45576590800192207
7.90998456068337e-07,0.29359407899028156,0.4305362419981975
9.719951776787639e-07,0.29602403499302454,0.4210863780026557
7.710041245445609e-07,0.29461960299522616,0.41437901099561714
1.0420044418424368e-06,0.29236430299351923,0.44718524599738885
6.710033630952239e-07,0.3006249949976336,0.4939425040065544
9.020004654303193e-07,0.2957278719986789,0.44409890900715254
1.2220116332173347e-06,0.2972383529995568,0.45932556300249416
1.5229888958856463e-06,0.3023787540005287,0.4478573059896007
1.0920048225671053e-06,0.2954289100016467,0.47404287599783856
9.420036803930998e-07,0.2945000569889089,0.43147355000837706
7.609924068674445e-07,0.2965336220077006,0.41697539000597317
8.920032996684313e-07,0.2987052950047655,0.4215694949962199
7.409980753436685e-07,0.2980146589979995,0.49152755599061493
1.0619987733662128e-06,0.2974042049900163,0.4369261660031043
8.210045052692294e-07,0.29713454899319913,0.4639971750002587
8.119968697428703e-07,0.2990723139955662,0.419634767997195
7.110065780580044e-07,0.2991718999983277,0.44240150500263553
8.219940355047584e-07,0.292190116000711,0.46692499599885195
9.420036803930998e-07,0.297180636000121,0.4419009859993821
1.2529926607385278e-06,0.2957750089990441,0.43435743800364435
1.0920048225671053e-06,0.3000353290117346,0.45009054499678314
1.3829994713887572e-06,0.29810074099805206,0.4693001599953277
1.1419906513765454e-06,0.2979219760018168,0.48837282799649984
7.519993232563138e-07,0.2945700889977161,0.43746760199428536
7.619964890182018e-07,0.29437596499337815,0.4360261990077561
7.609924068674445e-07,0.29707307400531135,0.42206500501197297
7.320049917325377e-07,0.29722725399187766,0.49305314700177405
1.0820076568052173e-06,0.29435821299557574,0.42437269299989566
8.920032996684313e-07,0.29492614800983574,0.43250794999767095
6.819900590926409e-07,0.2954162370006088,0.4250788770004874
7.920025382190943e-07,0.29679787799250335,0.4619721880008001
9.319919627159834e-07,0.2931978859996889,0.41950109699973837
1.0619987733662128e-06,0.29521847498835996,0.46654521400341764
8.010101737454534e-07,0.29690585999924224,0.44412600800569635
7.019989425316453e-07,0.3036400010023499,0.4479363650025334
1.5830009942874312e-06,0.2949710920074722,0.428496656997595
1.3420067261904478e-06,0.29838262900011614,0.42454635800095275
8.319912012666464e-07,0.29571228299755603,0.43313377400045283
7.010094122961164e-07,0.29707234099623747,0.472166515988647
1.0220101103186607e-06,0.3061090600094758,0.4808245029998943
1.4229881344363093e-06,0.2980976549879415,0.42090043099597096
1.2320087989792228e-06,0.293060288997367,0.42758418699668255
6.90997694619e-07,0.2999284899997292,0.46334366900555324
1.3530079741030931e-06,0.2995951140037505,0.4466376779892016
1.0820076568052173e-06,0.29597936299978755,0.4652719559962861
1.4729885151609778e-06,0.2938928489893442,0.4307774939952651
1.0020012268796563e-06,0.2944442629959667,0.4632881450088462
1.0219955584034324e-06,0.2918519009981537,0.40729329200985376
1.2820091797038913e-06,0.29781218999414705,0.4266933659964707
7.509952411055565e-07,0.29446096600440796,0.43776915699709207
1.0219955584034324e-06,0.29499284298799466,0.4969135769933928
7.119961082935333e-07,0.2929217780038016,0.44484166899928823
1.1820084182545543e-06,0.29352777601161506,0.41840473101183306
8.619972504675388e-07,0.29955193201021757,0.45977139999740757
1.1420052032917738e-06,0.303209092002362,0.4491751470050076
1.1630036169663072e-06,0.3042241049988661,0.4241518780036131
8.90999217517674e-07,0.3056428260024404,0.42754119499295484
7.419876055791974e-07,0.2991268359910464,0.46715061900613364
8.920032996684313e-07,0.30033312899468,0.476826184996753
7.90998456068337e-07,0.2956748319993494,0.4571449439972639
8.019997039809823e-07,0.3015435580018675,0.4492664700082969
9.220093488693237e-07,0.3020096630061744,0.4487745570077095
8.820061339065433e-07,0.297816848004004,0.44836330399266444
1.2930104276165366e-06,0.29622382200614084,0.4456308109947713
8.019997039809823e-07,0.2943055529904086,0.42996951899840496
8.709903340786695e-07,0.3005174740101211,0.45747241799836047
8.210045052692294e-07,0.29940762200567406,0.4714549010095652
1.0119983926415443e-06,0.29505657200934365,0.4658208760083653
